Date,Castlereigh,Norton,Maussakele,Canyon,Lakshapana,Upper Kotmale,Kotmale,Victoria,Randenigala,Rantambe,Bowatenna,Ukuwela,Samanala Wewa,Kukuleganga,Maskeliya (DOM),Inginiyagala,Total,Max,Min
2025-12-24,10.0,6.8,9.5,10.4,3.6,0.0,1.4,0.0,1.3,0.6,8.7,0.0,4.0,15.0,12.0,0.0,83.3,15.0,0.0
2025-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,23.0,23.0,0.0
2025-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,2.9,1.3,0.0
2025-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,2.4,0.0,0.0,0.0,0.0,12.0,17.3,12.0,0.0
2025-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,4.5,29.7,0.0,0.0,6.0,0.0,0.0,44.3,29.7,0.0
2025-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,3.5,3.8,3.2,0.0,0.0,0.0,0.0,3.0,16.9,3.8,0.0
2025-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,3.0,15.0,12.0,0.0
2025-12-31,6.0,17.8,18.5,30.9,10.1,16.2,15.0,0.0,2.6,4.1,20.3,10.0,53.0,3.0,4.5,0.0,212.0,53.0,0.0
2026-01-01,0.0,14.0,0.0,7.1,0.3,0.0,12.5,2.5,12.7,20.5,35.2,0.0,47.0,0.0,0.0,17.0,168.8,47.0,0.0
2026-01-02,,3.7,0.0,2.2,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,3.7,0.0
2026-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,3.3,1.5,0.0,0.0,0.0,0.0,3.0,10.6,3.3,0.0
2026-01-05,4.5,1.6,3.5,3.7,0.8,4.7,2.0,34.5,90.5,60.8,30.5,10.2,36.5,16.0,4.5,40.0,344.3,90.5,0.8
2026-01-06,7.0,6.5,0.0,6.3,0.0,10.8,13.0,16.0,15.7,27.6,19.4,2.6,0.0,0.0,0.5,66.0,191.4,66.0,0.0
2026-01-07,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.1,3.6,5.0,1.0,0.0,0.0,0.0,0.0,6.0,19.3,6.0,0.0
2026-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,4.8,8.3,6.2,9.2,0.0,0.0,0.0,13.5,42.4,13.5,0.0
2026-01-09,0.5,2.5,0.0,1.1,2.0,1.3,3.7,1.5,3.3,5.0,16.7,9.0,0.0,0.0,0.0,0.2,46.8,16.7,0.0
2026-01-10,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,1.7,3.4,0.0,0.0,2.0,0.0,8.3,17.8,8.3,0.0
2026-01-11,13.0,1.5,8.0,15.0,11.5,2.9,2.4,0.0,0.0,3.5,22.2,0.0,0.0,0.0,8.0,2.0,90.0,22.2,0.0
2026-01-12,2.5,0.2,0.5,1.7,0.3,0.7,13.8,11.5,6.5,7.4,6.5,3.2,0.0,0.0,0.0,8.0,62.8,13.8,0.0
2026-01-13,0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0,5.5,0.0,20.5,2.0,0.0,0.0,32.1,20.5,0.0
2026-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,6.0,0.0
2026-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
